,PUBCHEM_SUBSTANCE_ID,PUBCHEM_EXT_DATASOURCE_REGID,smiles,smiles2
1345,354334481,D5223,N#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)=C(F)F,N#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)=C(F)F
1346,354334480,C3363,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C
1347,354334479,B5019,Cc1ccc(N(c2ccc(C)cc2)c2cccc(Br)c2)cc1,Cc1ccc(N(c2ccc(C)cc2)c2cccc(Br)c2)cc1
1348,354334478,D5308,CC(C)(C)c1ccc(C(=O)c2ccc(C(C)(C)C)cc2)cc1,CC(C)(C)c1ccc(C(=O)c2ccc(C(C)(C)C)cc2)cc1
1349,354334477,P2351,O=Cc1ccc2c(c1)c1ccccc1n2-c1ccccc1,O=Cc1ccc2c(c1)c1ccccc1n2-c1ccccc1
1350,354334476,A3127,O=S(=O)(Oc1ccc2cc3cc(OS(=O)(=O)C(F)(F)F)ccc3cc2c1)C(F)(F)F,O=S(=O)(Oc1ccc2cc3cc(OS(=O)(=O)C(F)(F)F)ccc3cc2c1)C(F)(F)F
1351,354334475,B5491,Brc1ccc(-c2ccc(-c3ccccc3)s2)cc1,Brc1ccc(-c2ccc(-c3ccccc3)s2)cc1
1352,354334474,D5250,Br.Br.C1CN2CCN1CC2,C1CN2CCN1CC2
1353,354334473,H1610,FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)F
1354,354334472,D5152,c1ccc(-c2ccc3cc4cc(-c5ccccc5)ccc4cc3c2)cc1,c1ccc(-c2ccc3cc4cc(-c5ccccc5)ccc4cc3c2)cc1
1355,354334471,D5151,Oc1ccc2cc3cc(O)ccc3cc2c1,Oc1ccc2cc3cc(O)ccc3cc2c1
1356,354334470,B5122,CC1(C)c2ccccc2-c2ccc(Nc3ccccc3-c3ccccc3)cc21,CC1(C)c2ccccc2-c2ccc(Nc3ccccc3-c3ccccc3)cc21
1357,354334469,T3134,CCO[Si](OCC)(OCC)c1c(F)c(F)c(F)c(F)c1F,CCO[Si](OCC)(OCC)c1c(F)c(F)c(F)c(F)c1F
1358,354334468,H1349,CC(O)(C(F)(F)F)C(F)(F)F,CC(O)(C(F)(F)F)C(F)(F)F
1359,354334467,B5055,OB(O)c1ccc2cc(-c3ccc4ccccc4c3)ccc2c1,OB(O)c1ccc2cc(-c3ccc4ccccc4c3)ccc2c1
1360,354334466,C3362,Clc1ccc2c(c1)[nH]c1ccccc12,Clc1ccc2c(c1)[nH]c1ccccc12
1361,354334465,C3364,Cc1cccc(Cl)c1I,Cc1cccc(Cl)c1I
1362,354334464,T3339,Brc1cnc(Br)c(Br)c1,Brc1cnc(Br)c(Br)c1
1363,354334463,B5484,CCCCCCCCOc1c2cc(C=O)sc2c(OCCCCCCCC)c2cc(C=O)sc12,CCCCCCCCOc1c2cc(C=O)sc2c(OCCCCCCCC)c2cc(C=O)sc12
1364,354334462,B5471,O=C(c1ccccc1)n1c2ccccc2c2cc(Br)ccc21,O=C(c1ccccc1)n1c2ccccc2c2cc(Br)ccc21
1365,354334461,B5148,Cc1ccc(Nc2ccc(C)cc2C)c(C)c1,Cc1ccc(Nc2ccc(C)cc2C)c(C)c1
1366,354334460,M3001,COC(=O)c1cc2sccc2s1,COC(=O)c1cc2sccc2s1
1367,354334459,B5017,Brc1ccc(-c2nc3ccccc3o2)cc1,Brc1ccc(-c2nc3ccccc3o2)cc1
1368,354334458,B5465,Brc1ccccc1-c1ccc2c(c1)c1ccccc1n2-c1ccccc1,Brc1ccccc1-c1ccc2c(c1)c1ccccc1n2-c1ccccc1
1369,354334457,T3539,c1ccc(-c2ccc(-c3nc(-c4ccc(-c5ccccc5)cc4)nc(-c4ccc(-c5ccccc5)cc4)n3)cc2)cc1,c1ccc(-c2ccc(-c3nc(-c4ccc(-c5ccccc5)cc4)nc(-c4ccc(-c5ccccc5)cc4)n3)cc2)cc1
1370,354334456,B5498,COc1c(Br)cccc1C(C)=O,COc1c(Br)cccc1C(C)=O
1371,354334455,B5107,Brc1ccc(-n2c3ccccc3c3cc(Br)ccc32)cc1,Brc1ccc(-n2c3ccccc3c3cc(Br)ccc32)cc1
1372,354334454,M3033,CC(C)(C)OC(=O)CCC(=O)O,CC(C)(C)OC(=O)CCC(=O)O
1373,354334453,E1268,CCOC(=O)COP(=O)(OCCC#N)OC1CCC(c2ccccc2)(c2ccccc2)CC1,CCOC(=O)COP(=O)(OCCC#N)OC1CCC(c2ccccc2)(c2ccccc2)CC1
1374,354334452,A2985,Br.Nc1ccccc1,Nc1ccccc1
1375,354334451,B5391,CCCCOC(=O)c1ccccc1Nc1cccc(C(F)(F)F)c1,CCCCOC(=O)c1ccccc1Nc1cccc(C(F)(F)F)c1
1376,354334450,B4950,Clc1ncnc(Cl)c1-c1ccc(Br)cc1,Clc1ncnc(Cl)c1-c1ccc(Br)cc1
1377,354334449,B5188,CCCCCCCCCCC(CBr)CCCCCCCC,CCCCCCCCCCC(CBr)CCCCCCCC
1378,354334448,B5480,CC(C)c1cccc(C(C)C)c1-n1cc[n+](-c2c(C(C)C)cccc2C(C)C)c1F.F[B-](F)(F)F,CC(C)c1cccc(C(C)C)c1-n1cc[n+](-c2c(C(C)C)cccc2C(C)C)c1F
1379,354334447,E1187,CCOC(=O)c1cc(B(O)O)ccc1F,CCOC(=O)c1cc(B(O)O)ccc1F
1380,354334446,P2410,O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F.[K+],O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F
1381,354334445,L0295,O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F.[Li+],O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F
1382,354334444,P2476,OB(O)CCc1ccccc1,OB(O)CCc1ccccc1
1383,354334443,O0478,C=CC(=O)OCCCCCCCC,C=CC(=O)OCCCCCCCC
1384,354334442,D5257,CCCCCCCCc1cc(Br)cc(Br)c1,CCCCCCCCc1cc(Br)cc(Br)c1
1385,354334441,C3436,CC1(C)OB(c2cnc(Cl)nc2)OC1(C)C,CC1(C)OB(c2cnc(Cl)nc2)OC1(C)C
1386,354334440,B5334,O=C(O)c1ccc(C(F)(F)F)cc1Br,O=C(O)c1ccc(C(F)(F)F)cc1Br
1387,354334439,F1083,O=C(O)C1(C(=O)Nc2ccc(F)cc2)CC1,O=C(O)C1(C(=O)Nc2ccc(F)cc2)CC1
1388,354334438,D5253,Cl.Cl.NCCCN,NCCCN
1389,354334437,D5047,COc1ccc(C(C)=CC(=O)O)c(OC)c1,COc1ccc(C(C)=CC(=O)O)c(OC)c1
1390,354334436,A2990,Cl.N[C@@H]1CCC[C@H]1O,N[C@@H]1CCC[C@H]1O
1391,354334435,F1095,CC(C)(C)O[C@@H]1C[C@@H](C(=O)O)N(C(=O)OCC2c3ccccc3-c3ccccc32)C1,CC(C)(C)O[C@@H]1C[C@@H](C(=O)O)N(C(=O)OCC2c3ccccc3-c3ccccc32)C1
1392,354334434,B5502,Brc1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,Brc1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1
1393,354334433,B5482,Cn1cc(Br)ccc1=O,Cn1cc(Br)ccc1=O
1394,354334432,B5466,CC(C)(C)c1ccnc(Cl)c1,CC(C)(C)c1ccnc(Cl)c1
1395,354334431,A3094,Br.NCCCCC(=O)O,NCCCCC(=O)O
1396,354334430,B5447,CCCCn1cc[n+](C)c1.N#C[N-]C#N,CCCCn1cc[n+](C)c1
1397,354334429,H1614,C=CC(=O)OCC(O)COc1ccccc1,C=CC(=O)OCC(O)COc1ccccc1
1398,354334428,D5182,COc1cnc(Cl)c2cc(Cl)ccc12,COc1cnc(Cl)c2cc(Cl)ccc12
1399,354334427,A3072,Nc1ccc(CP(=O)(O)O)cc1,Nc1ccc(CP(=O)(O)O)cc1
1400,354334426,B5315,C[C@H](CSC(=O)c1ccccc1)C(=O)O,C[C@H](CSC(=O)c1ccccc1)C(=O)O
1401,354334425,T3434,CC(C)c1cc(C(C)C)c(S(=O)(=O)N=[N+]=[N-])c(C(C)C)c1,CC(C)c1cc(C(C)C)c(S(=O)(=O)N=[N+]=[N-])c(C(C)C)c1
1402,354334424,C3330,N#CCc1cc(F)cc(Cl)c1,N#CCc1cc(F)cc(Cl)c1
1403,354334423,N1090,CC1(C)CC(NC(=O)C(=O)Nc2ccc(Cl)cc2)CC(C)(C)N1,CC1(C)CC(NC(=O)C(=O)Nc2ccc(Cl)cc2)CC(C)(C)N1
1404,354334422,A2949,Cc1cc(N)ncc1F,Cc1cc(N)ncc1F
1405,354334421,B4751,O=C1C(=O)N(Cc2ccccc2)c2ccccc21,O=C1C(=O)N(Cc2ccccc2)c2ccccc21
1406,354334420,C3081,CCOc1ncccc1Cl,CCOc1ncccc1Cl
1407,354334419,B4660,CC1(C)OB(c2ccc(N(c3ccc(Br)cc3)c3ccc(Br)cc3)cc2)OC1(C)C,CC1(C)OB(c2ccc(N(c3ccc(Br)cc3)c3ccc(Br)cc3)cc2)OC1(C)C
1408,354334418,O0447,C1C[NH+]=C2CCCN2C1.CC(C(=O)[O-])c1ccc2oc3ccccc3c(=O)c2c1,CC(C(=O)[O-])c1ccc2oc3ccccc3c(=O)c2c1
1409,354334417,I0992,Cc1cc([N+](=O)[O-])ccc1I,Cc1cc([N+](=O)[O-])ccc1I
1410,354334416,D5159,O=S(=O)([O-])CCCSSCCCS(=O)(=O)[O-].[Na+].[Na+],O=S(=O)([O-])CCCSSCCCS(=O)(=O)[O-]
1411,354334415,P2547,Cc1cccn2c(=O)c(-c3nnn[n-]3)cnc12.[K+],Cc1cccn2c(=O)c(-c3nnn[n-]3)cnc12
1412,354334414,M2991,CN.N#CS,CN
1413,354334413,M2967,OB(O)c1ccc(N2CCOCC2)nc1,OB(O)c1ccc(N2CCOCC2)nc1
1414,354334412,E1265,O=P(O)(O)CCP(=O)(O)O,O=P(O)(O)CCP(=O)(O)O
1415,354334411,B5217,CC(C)(C)OC(=O)N1CC(=CC#N)C1,CC(C)(C)OC(=O)N1CC(=CC#N)C1
1416,354334410,D5128,CCC[C@H]1CC[C@H](CC[C@H]2CC[C@H](c3ccc(F)c(F)c3)CC2)CC1,CCC[C@H]1CC[C@H](CC[C@H]2CC[C@H](c3ccc(F)c(F)c3)CC2)CC1
1417,354334409,B4966,Cc1ccc(N(c2ccc(C)cc2)c2c3ccccc3c(N(c3ccc(C)cc3)c3ccc(C)cc3)c3ccccc23)cc1,Cc1ccc(N(c2ccc(C)cc2)c2c3ccccc3c(N(c3ccc(C)cc3)c3ccc(C)cc3)c3ccccc23)cc1
1418,354334408,F1056,Cc1ccc(S(=O)(=O)OCCF)cc1,Cc1ccc(S(=O)(=O)OCCF)cc1
1419,354334407,N1066,O=S(=O)([O-])C(F)(F)F.O=[N+]([O-])c1ccc([I+]c2ccccc2)cc1,O=[N+]([O-])c1ccc([I+]c2ccccc2)cc1
1420,354334406,B5056,Brc1ccc(-c2ccc(Br)c3ccccc23)cc1,Brc1ccc(-c2ccc(Br)c3ccccc23)cc1
1421,354334405,H1578,COc1ccc(CC(=O)c2c(O)cc(OC)cc2OC)cc1,COc1ccc(CC(=O)c2c(O)cc(OC)cc2OC)cc1
1422,354334404,M2773,CCCc1nn(C)c(C(N)=O)c1[N+](=O)[O-],CCCc1nn(C)c(C(N)=O)c1[N+](=O)[O-]
1423,354334403,E1253,CC[C@H]1CC[C@H](c2ccc(C(=O)O)cc2)CC1,CC[C@H]1CC[C@H](c2ccc(C(=O)O)cc2)CC1
1424,354334402,O0475,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12.Cl,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12
1425,354334401,B5366,CCCCCCCCCCCCCC(=O)NCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)O,CCCCCCCCCCCCCC(=O)NCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)O
1426,354334400,I0984,CC(C)Oc1cccc(B(O)O)c1,CC(C)Oc1cccc(B(O)O)c1
1427,354334399,D5309,COc1c(F)ccc(C(=O)O)c1F,COc1c(F)ccc(C(=O)O)c1F
1428,354334398,D5335,Fc1ccc2c(c1)c1cc(F)ccc1[s+]2C(F)(F)F.O=S(=O)([O-])C(F)(F)F,Fc1ccc2c(c1)c1cc(F)ccc1[s+]2C(F)(F)F
1429,354334397,P2420,CC(C)c1cccc(C(C)C)c1-n1cc[n+](-c2c(C(C)C)cccc2C(C)C)c1Cl.[Cl-].[Cs+].[F-],CC(C)c1cccc(C(C)C)c1-n1cc[n+](-c2c(C(C)C)cccc2C(C)C)c1Cl
1430,354334396,C3429,CC(C)c1cccc(C(C)C)c1-n1cc[n+](-c2c(C(C)C)cccc2C(C)C)c1Cl.[Cl-],CC(C)c1cccc(C(C)C)c1-n1cc[n+](-c2c(C(C)C)cccc2C(C)C)c1Cl
1431,354334395,M3055,CN1CCCC1=O,CN1CCCC1=O
1432,354334394,D5355,CCCCN.O=C(O)c1cc(O)ccc1O,O=C(O)c1cc(O)ccc1O
1433,354334393,B5076,OB(O)c1cc(Cl)ccc1OCc1ccccc1,OB(O)c1cc(Cl)ccc1OCc1ccccc1
1434,354334392,B5061,Cc1cnc(Cl)c(Br)c1,Cc1cnc(Cl)c(Br)c1
1435,354334391,T3368,NS(=O)(=O)c1ccccc1C(F)(F)F,NS(=O)(=O)c1ccccc1C(F)(F)F
1436,354334390,D5039,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)C(C)(C)C)c(C(C)C)c1
1437,354334389,M2851,CSc1nc(=O)cc(C(F)(F)F)[nH]1,CSc1nc(=O)cc(C(F)(F)F)[nH]1
1438,354334388,M3007,CC1(O)c2ccccc2-c2ccccc21,CC1(O)c2ccccc2-c2ccccc21
1439,354334387,C1674,O=C1c2ccccc2S(=O)(=O)N1Cl,O=C1c2ccccc2S(=O)(=O)N1Cl
1440,354334386,D5023,Brc1ccc(-c2cccc(-c3ccc(Br)cc3)c2)cc1,Brc1ccc(-c2cccc(-c3ccc(Br)cc3)c2)cc1
1441,354334385,T3462,Fc1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccc(F)cc5)cc4)cc(-c4ccc(-c5ccc(F)cc5)cc4)c3)cc2)cc1,Fc1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccc(F)cc5)cc4)cc(-c4ccc(-c5ccc(F)cc5)cc4)c3)cc2)cc1
1442,354334384,T3436,c1ccc(N(c2ccccc2)c2ccc(-c3cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c3)cc2)cc1,c1ccc(N(c2ccccc2)c2ccc(-c3cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c3)cc2)cc1
1443,354334383,M2838,COc1cc(C)c(B(O)O)cc1C,COc1cc(C)c(B(O)O)cc1C
1444,354334382,E1210,CCOc1ccc(F)c(B(O)O)c1F,CCOc1ccc(F)c(B(O)O)c1F
1445,354334381,O0481,C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F
1446,354334380,B5174,CCCCOc1ccc(B(O)O)c(F)c1F,CCCCOc1ccc(B(O)O)c(F)c1F
1447,354334379,B2644,CCCC[C@H]1CC[C@H](c2ccc(O)cc2)CC1,CCCC[C@H]1CC[C@H](c2ccc(O)cc2)CC1
1448,354334378,B5231,Cc1cc(Br)ccc1CO,Cc1cc(Br)ccc1CO
1449,354334377,C3326,CC(C)N(C(C)C)P1OCc2cc(Cl)ccc2O1,CC(C)N(C(C)C)P1OCc2cc(Cl)ccc2O1
1450,354334376,P2436,CCC[C@H]1CC[C@H](OC(=O)[C@H]2CC[C@H]([C@H]3CC[C@H](CCC)CC3)CC2)CC1,CCC[C@H]1CC[C@H](OC(=O)[C@H]2CC[C@H]([C@H]3CC[C@H](CCC)CC3)CC2)CC1
1451,354334375,F1128,C[C@H](OC(C)(C)C)[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,C[C@H](OC(C)(C)C)[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O
1452,354334374,B5241,Brc1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[Br-],Brc1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1
1453,354334373,B5215,N#Cc1ccncc1Br,N#Cc1ccncc1Br
1454,354334372,B5140,COc1ccc(N(c2ccccc2)c2ccc(-c3ccc(N(c4ccccc4)c4ccc(OC)cc4C)cc3)cc2)c(C)c1,COc1ccc(N(c2ccccc2)c2ccc(-c3ccc(N(c4ccccc4)c4ccc(OC)cc4C)cc3)cc2)c(C)c1
1455,354334371,D5020,CC(=O)c1cc(Cl)c(O)c(Cl)c1,CC(=O)c1cc(Cl)c(O)c(Cl)c1
1456,354334370,F1064,OB(O)c1cc(F)cc(C(F)(F)F)c1,OB(O)c1cc(F)cc(C(F)(F)F)c1
1457,354334369,D5054,CCCCCCC1(CCCCCC)c2ccccc2-c2ccc(B(O)O)cc21,CCCCCCC1(CCCCCC)c2ccccc2-c2ccc(B(O)O)cc21
1458,354334368,F1045,Fc1ccc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)cc1,Fc1ccc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)cc1
1459,354334367,C3174,O=C(O)c1cc(=O)c2cc(Cl)ccc2o1,O=C(O)c1cc(=O)c2cc(Cl)ccc2o1
1460,354334366,D5073,O=C(O)c1cc(B(O)O)cc(C(=O)O)c1,O=C(O)c1cc(B(O)O)cc(C(=O)O)c1
1461,354334365,B5082,N.[B],N
1462,354334364,H1518,O=C(c1ccccc1)c1cccc(O)c1,O=C(c1ccccc1)c1cccc(O)c1
1463,354334363,B5117,c1ccc(N(c2ccccc2)c2ccc(N(c3ccccc3)c3ccc(-c4ccc(N(c5ccccc5)c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)cc3)cc2)cc1,c1ccc(N(c2ccccc2)c2ccc(N(c3ccccc3)c3ccc(-c4ccc(N(c5ccccc5)c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)cc3)cc2)cc1
1464,354334362,B5172,O=C(OCc1ccccc1)c1cccc(B(O)O)c1,O=C(OCc1ccccc1)c1cccc(B(O)O)c1
1465,354334361,D4854,COc1ccc(C#N)c(OC)c1,COc1ccc(C#N)c(OC)c1
1466,354334360,D4152,O=C1c2ccc3c4c(ccc(c24)C(=O)N1c1ccncc1)C(=O)N(c1ccncc1)C3=O,O=C1c2ccc3c4c(ccc(c24)C(=O)N1c1ccncc1)C(=O)N(c1ccncc1)C3=O
1467,354334359,T3502,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H]
1468,354334358,D5233,[2H]C(=O)N(C([2H])([2H])[2H])C([2H])([2H])[2H],[2H]C(=O)N(C([2H])([2H])[2H])C([2H])([2H])[2H]
1469,354334357,P2375,c1ccc(-c2ccc3c(c2)[nH]c2ccccc23)cc1,c1ccc(-c2ccc3c(c2)[nH]c2ccccc23)cc1
1470,354334356,M2852,COC(=O)C1CNCCC1=O.Cl,COC(=O)C1CNCCC1=O
1471,354334355,F1091,O=c1nc[nH]c2cc(F)c([N+](=O)[O-])cc12,O=c1nc[nH]c2cc(F)c([N+](=O)[O-])cc12
1472,354334354,C3241,Cc1ccnc(Cl)c1NC(=O)c1cccnc1Cl,Cc1ccnc(Cl)c1NC(=O)c1cccnc1Cl
1473,354334353,D5265,CCOP(=O)(Cc1ccccc1Cl)OCC,CCOP(=O)(Cc1ccccc1Cl)OCC
1474,354334352,M2935,Cc1ccc(-n2nccn2)c(C(=O)O)c1,Cc1ccc(-n2nccn2)c(C(=O)O)c1
1475,354334351,D5131,O=C(O)c1ccnc(F)c1F,O=C(O)c1ccnc(F)c1F
1476,354334350,B5180,CC(C)n1cc(Br)cn1,CC(C)n1cc(Br)cn1
1477,354334349,I1001,CC(C)OC(=O)c1ccc(B(O)O)cc1,CC(C)OC(=O)c1ccc(B(O)O)cc1
1478,354334348,I0998,Ic1ccc(-c2ccccc2)s1,Ic1ccc(-c2ccccc2)s1
1479,354334347,E1183,CCOc1cc(B(O)O)ccc1F,CCOc1cc(B(O)O)ccc1F
1480,354334346,P2382,c1ccc2[nH]c(C3CCNCC3)nc2c1,c1ccc2[nH]c(C3CCNCC3)nc2c1
1481,354334345,B5134,COc1ncc(F)cc1Br,COc1ncc(F)cc1Br
1482,354334344,E1215,CCOC(=O)c1csc(N)n1,CCOC(=O)c1csc(N)n1
1483,354334343,F1048,COc1ccc(B(O)O)c(F)c1,COc1ccc(B(O)O)c(F)c1
1484,354334342,B5546,[N-]=[N+]=NCCOCCOCCOCCOCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,[N-]=[N+]=NCCOCCOCCOCCOCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
1485,354334341,I1037,CC(=O)Nc1ccc(C(=O)O)cc1.CC(=O)Nc1ccc(C(=O)O)cc1.CC(=O)Nc1ccc(C(=O)O)cc1.CC(O)CN(C)C.CC(O)CN(C)C.CC(O)CN(C)C.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
1486,354334340,B5322,C=C[C@@H]1C[C@]1(NC(=O)OC(C)(C)C)C(=O)O,C=C[C@@H]1C[C@]1(NC(=O)OC(C)(C)C)C(=O)O
1487,354334339,D5134,CCCc1cc(F)cc(F)c1,CCCc1cc(F)cc(F)c1
1488,354334338,D5141,Fc1ccc(I)c(F)n1,Fc1ccc(I)c(F)n1
1489,354334337,B5266,Cc1ncc(Br)cn1,Cc1ncc(Br)cn1
1490,354334336,B5193,O=C(O)c1cnc(O)c(Br)c1,O=C(O)c1cnc(O)c(Br)c1
1491,354334335,F1112,N#Cc1ccc(C=O)cc1F,N#Cc1ccc(C=O)cc1F
1492,354334334,E1305,CCOC(=O)CCCCCO,CCOC(=O)CCCCCO
1493,354334333,T3489,CP(C)C,CP(C)C
1494,354334332,B5192,COc1cc(OC)c(C(=O)O)cc1Br,COc1cc(OC)c(C(=O)O)cc1Br
1495,354334331,N1107,C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1496,354334330,F1159,[2H]C(=O)O,[2H]C(=O)O
1497,354334329,T3580,C=C(C)C(=O)O[Si](C)(C)C,C=C(C)C(=O)O[Si](C)(C)C
1498,354334328,B5046,COc1ccc2cc(-c3c4ccccc4c(-c4ccc5cc(OC)ccc5c4)c4ccccc34)ccc2c1,COc1ccc2cc(-c3c4ccccc4c(-c4ccc5cc(OC)ccc5c4)c4ccccc34)ccc2c1
1499,354334327,C3367,CC1(C)OB(c2cncc(Cl)c2)OC1(C)C,CC1(C)OB(c2cncc(Cl)c2)OC1(C)C
1500,354334326,B5358,O=Cc1ccc(-c2ccc(C=O)s2)s1,O=Cc1ccc(-c2ccc(C=O)s2)s1
1501,354334325,B5567,Brc1cc2cccnc2c2ncccc12,Brc1cc2cccnc2c2ncccc12
1502,354334324,P1616,CCC[C@H]1CC[C@H](c2ccc(O)cc2)CC1,CCC[C@H]1CC[C@H](c2ccc(O)cc2)CC1
1503,354334323,D5199,CC1(C)OCC=CCO1,CC1(C)OCC=CCO1
1504,354334322,D5200,CC1(C)OCC2OC2CO1,CC1(C)OCC2OC2CO1
1505,354334321,I1018,N#Cc1ccc(I)cc1C(F)(F)F,N#Cc1ccc(I)cc1C(F)(F)F
1506,354334320,B5456,CCCCC(CC)CN1C(=O)C2=C(c3ccc(Br)s3)N(CC(CC)CCCC)C(=O)C2=C1c1cccs1,CCCCC(CC)CN1C(=O)C2=C(c3ccc(Br)s3)N(CC(CC)CCCC)C(=O)C2=C1c1cccs1
1507,354334319,N1095,N#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,N#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1508,354334318,M2920,CO[Si](C)(C)c1ccccc1,CO[Si](C)(C)c1ccccc1
1509,354334317,C3299,CC(=O)c1ccc([N+](=O)[O-])cc1Cl,CC(=O)c1ccc([N+](=O)[O-])cc1Cl
1510,354334316,D4970,CCN(CC)c1ccc2c(CO)cc(=O)oc2c1,CCN(CC)c1ccc2c(CO)cc(=O)oc2c1
1511,354334315,M2974,Cc1ccc2sccc2c1,Cc1ccc2sccc2c1
1512,354334314,E1204,CCOc1cc(F)ccc1B(O)O,CCOc1cc(F)ccc1B(O)O
1513,354334313,P2141,[Br-].[Br-].c1cc[n+](Cc2ccc(C[n+]3ccccc3)cc2)cc1,c1cc[n+](Cc2ccc(C[n+]3ccccc3)cc2)cc1
1514,354334312,C3187,Clc1cc(-c2ccccn2)nc(-c2ccccn2)c1,Clc1cc(-c2ccccn2)nc(-c2ccccn2)c1
1515,354334311,T3393,CC1(C)OB(c2ccccc2CBr)OC1(C)C,CC1(C)OB(c2ccccc2CBr)OC1(C)C
1516,354334310,T3325,OB(O)c1ccc(OC2CCCCO2)cc1,OB(O)c1ccc(OC2CCCCO2)cc1
1517,354334309,F1068,Cc1cc(F)cc(B(O)O)c1,Cc1cc(F)cc(B(O)O)c1
1518,354334308,L0300,NCCN.[Li]C#C,NCCN
1519,354334307,P2520,O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F.[K+],O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F
1520,354334306,C3341,CCCCc1ccc(C(=O)Oc2ccc(C#N)c(F)c2)cc1,CCCCc1ccc(C(=O)Oc2ccc(C#N)c(F)c2)cc1
1521,354334305,D5126,c1ccc(N(c2ccc(-c3ccc(N(c4ccccc4)c4cccc5ccccc45)cc3)cc2)c2cccc3ccccc23)cc1,c1ccc(N(c2ccc(-c3ccc(N(c4ccccc4)c4cccc5ccccc45)cc3)cc2)c2cccc3ccccc23)cc1
1522,354334304,M2824,CNCc1cccc(C)c1,CNCc1cccc(C)c1
1523,354334303,C3231,N#CCc1ccc(B(O)O)cc1,N#CCc1ccc(B(O)O)cc1
1524,354334302,C3246,O=C(O)c1ccc(Cl)c(B(O)O)c1,O=C(O)c1ccc(Cl)c(B(O)O)c1
1525,354334301,B5178,NC(=O)c1cccc(Br)c1,NC(=O)c1cccc(Br)c1
1526,354334300,F1079,O=Cc1ccc(B(O)O)c(F)c1,O=Cc1ccc(B(O)O)c(F)c1
